"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4YKDSJXC","journalArticle","2021","Fernández-Juricic, Esteban","Why sharing data and code during peer review can enhance behavioral ecology research","Behavioral Ecology and Sociobiology","","0340-5443, 1432-0762","10.1007/s00265-021-03036-x","https://link.springer.com/10.1007/s00265-021-03036-x","","2021-07","2023-06-27 08:07:55","2023-06-27T08:07:55Z","2023-06-27 08:07:55","103, s00265-021-03036-x","","7","75","","Behav Ecol Sociobiol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SJDKIU3","journalArticle","1901","Galton, Francis","Biometry","Biometrika","","","","","","1901","2023-06-27 08:07:01","2023-06-27T08:07:01Z","","7-10","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESPDMGPA","journalArticle","2006","King, Gary","Publication, Publication","","","","","","","2006","2023-06-27 08:04:53","2023-06-27T08:04:53Z","","","","","","","","","","","","","","","en","","","","","Zotero","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WVSNXMW","webpage","","","A survey on how preregistration affects the research workflow: better science but more work | Royal Society Open Science","","","","","https://royalsocietypublishing.org/doi/full/10.1098/rsos.211997","","","2023-06-27 08:02:55","2023-06-27T08:02:55Z","2023-06-27 08:02:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWEHAVAY","book","1971","Fisher, Ronald A.","The design of experiments","","","","","","","1971","2023-06-27 08:01:43","2023-06-27T08:01:43Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FD5WAQ2R","journalArticle","2015","Markowetz, Florian","Five selfish reasons to work reproducibly","Genome Biology","","1474-760X","10.1186/s13059-015-0850-7","https://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0850-7","And so, my fellow scientists: ask not what you can do for reproducibility; ask what reproducibility can do for you! Here, I present five reasons why working reproducibly pays off in the long run and is in the self-interest of every ambitious, career-oriented scientist.","2015-12","2023-06-27 07:57:00","2023-06-27T07:57:00Z","2023-06-27 07:57:00","274","","1","16","","Genome Biol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VZFYS9A","journalArticle","2020","Colavizza, Giovanni; Hrynaszkiewicz, Iain; Staden, Isla; Whitaker, Kirstie; McGillivray, Barbara","The citation advantage of linking publications to research data","PLOS ONE","","1932-6203","10.1371/journal.pone.0230416","https://dx.plos.org/10.1371/journal.pone.0230416","Efforts to make research results open and reproducible are increasingly reflected by journal policies encouraging or mandating authors to provide data availability statements. As a consequence of this, there has been a strong uptake of data availability statements in recent literature. Nevertheless, it is still unclear what proportion of these statements actually contain well-formed links to data, for example via a URL or permanent identifier, and if there is an added value in providing such links. We consider 531, 889 journal articles published by PLOS and BMC, develop an automatic system for labelling their data availability statements according to four categories based on their content and the type of data availability they display, and finally analyze the citation advantage of different statement categories via regression. We find that, following mandated publisher policies, data availability statements become very common. In 2018 93.7% of 21,793 PLOS articles and 88.2% of 31,956 BMC articles had data availability statements. Data availability statements containing a link to data in a repository—rather than being available on request or included as supporting information files—are a fraction of the total. In 2017 and 2018, 20.8% of PLOS publications and 12.2% of BMC publications provided DAS containing a link to data in a repository. We also find an association between articles that include statements that link to data in a repository and up to 25.36% (± 1.07%) higher citation impact on average, using a citation prediction model. We discuss the potential implications of these results for authors (researchers) and journal publishers who make the effort of sharing their data in repositories. All our data and code are made available in order to reproduce and extend our results.","2020-04-22","2023-06-27 07:55:57","2023-06-27T07:55:57Z","2023-06-27 07:55:56","e0230416","","4","15","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Wicherts, Jelte M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BP6LEU9V","journalArticle","2015","Pernet, Cyril; Poline, Jean-Baptiste","Improving functional magnetic resonance imaging reproducibility","GigaScience","","2047-217X","10.1186/s13742-015-0055-8","https://academic.oup.com/gigascience/article-lookup/doi/10.1186/s13742-015-0055-8","Background: The ability to replicate an entire experiment is crucial to the scientific method. With the development of more and more complex paradigms, and the variety of analysis techniques available, fMRI studies are becoming harder to reproduce. Results: In this article, we aim to provide practical advice to fMRI researchers not versed in computing, in order to make studies more reproducible. All of these steps require researchers to move towards a more open science, in which all aspects of the experimental method are documented and shared. Conclusion: Only by sharing experiments, data, metadata, derived data and analysis workflows will neuroimaging establish itself as a true data science.","2015-12","2023-06-27 07:55:20","2023-06-27T07:55:20Z","2023-06-27 07:55:20","15","","1","4","","GigaSci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UANGTVD5","blogPost","","Whitacker, Kirstie","The Turing Way: A Handbook for Reproducible Data Science","","","","","https://the-turing-way.netlify.app/index.html","","","2023-06-27 07:54:03","2023-06-27T07:54:03Z","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.5281/zenodo.7625728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XYNP99T","journalArticle","2017","Poldrack, Russell A.; Baker, Chris I.; Durnez, Joke; Gorgolewski, Krzysztof J.; Matthews, Paul M.; Munafò, Marcus R.; Nichols, Thomas E.; Poline, Jean-Baptiste; Vul, Edward; Yarkoni, Tal","Scanning the horizon: towards transparent and reproducible neuroimaging research","Nature Reviews Neuroscience","","1471-003X","10.1038/nrn.2016.167","http://www.nature.com/doifinder/10.1038/nrn.2016.167","Functional neuroimaging techniques have transformed our ability to probe the neurobiological basis of behaviour and are increasingly being applied by the wider neuroscience community. However, concerns have recently been raised that the conclusions drawn from some human neuroimaging studies are either spurious or not generalizable. Problems such as low statistical power, flexibility in data analysis, software errors, and lack of direct replication apply to many fields, but perhaps particularly to fMRI. Here we discuss these problems, outline current and suggested best practices, and describe how we think the field should evolve to produce the most meaningful answers to neuroscientific questions.","2017","2023-06-27 07:52:39","2023-06-27T07:52:39Z","","115-126","","2","18","","","","","","","","","","","","","","","","","PMID: 28053326 Citation Key: Poldrack2017a ISBN: 1471-003X","","","","★","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDKPNPEN","report","","Poldrack, Russell","Reproducibility in neuroimaging: Challenges and solutions","","","","","","","","2023-06-27 07:52:24","2023-06-27T07:52:24Z","","","","","","","","","","","","","","","","","","","","","","Citation Key: Poldrack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BBYK5G7E","journalArticle","2020","Poldrack, Russell A.; Huckins, Grace; Varoquaux, Gael","Establishment of Best Practices for Evidence for Prediction: A Review","JAMA Psychiatry","","2168622X","10.1001/jamapsychiatry.2019.3671","","Importance: Great interest exists in identifying methods to predict neuropsychiatric disease states and treatment outcomes from high-dimensional data, including neuroimaging and genomics data. The goal of this review is to highlight several potential problems that can arise in studies that aim to establish prediction. Observations: A number of neuroimaging studies have claimed to establish prediction while establishing only correlation, which is an inappropriate use of the statistical meaning of prediction. Statistical associations do not necessarily imply the ability to make predictions in a generalized manner; establishing evidence for prediction thus requires testing of the model on data separate from those used to estimate the model's parameters. This article discusses various measures of predictive performance and the limitations of some commonly used measures, with a focus on the importance of using multiple measures when assessing performance. For classification, the area under the receiver operating characteristic curve is an appropriate measure; for regression analysis, correlation should be avoided, and median absolute error is preferred. Conclusions and Relevance: To ensure accurate estimates of predictive validity, the recommended best practices for predictive modeling include the following: (1) in-sample model fit indices should not be reported as evidence for predictive accuracy, (2) the cross-validation procedure should encompass all operations applied to the data, (3) prediction analyses should not be performed with samples smaller than several hundred observations, (4) multiple measures of prediction accuracy should be examined and reported, (5) the coefficient of determination should be computed using the sums of squares formulation and not the correlation coefficient, and (6) k-fold cross-validation rather than leave-one-out cross-validation should be used..","2020","2023-06-27 07:52:13","2023-06-27T07:52:13Z","","","","","","","","","","","","","","","","","","","","","","PMID: 31774490 Citation Key: Poldrack2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2Q6BHQC","journalArticle","2021","Halchenko, Yaroslav; Meyer, Kyle; Poldrack, Benjamin; Solanky, Debanjum; Wagner, Adina; Gors, Jason; MacFarlane, Dave; Pustina, Dorian; Sochat, Vanessa; Ghosh, Satrajit; Mönch, Christian; Markiewicz, Christopher; Waite, Laura; Shlyakhter, Ilya; de la Vega, Alejandro; Hayashi, Soichi; Häusler, Christian; Poline, Jean-Baptiste; Kadelka, Tobias; Skytén, Kusti; Jarecka, Dorota; Kennedy, David; Strauss, Ted; Cieslak, Matt; Vavra, Peter; Ioanas, Horea-Ioan; Schneider, Robin; Pflüger, Mika; Haxby, James; Eickhoff, Simon; Hanke, Michael","DataLad: distributed system for joint management of code, data, and their relationship","Journal of Open Source Software","","","10.21105/JOSS.03262","","… technical challenges of data management, data sharing, and digital provenance collection across the life cycle of digital objects. DataLad aims to make data management as easy as …","2021-07-01","2023-06-27 07:52:08","2023-06-27T07:52:08Z","2022-04-06 00:00:00","3262","","63","6","","","","","","","","","","","","","","","","","Publisher: The Open Journal Citation Key: Halchenko2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P3RRBRB","journalArticle","2014","Poldrack, Russell A.; Gorgolewski, Krzysztof J.","Making big data open: Data sharing in neuroimaging","Nature Neuroscience","","15461726","10.1038/NN.3818","","In the last decade, major advances have been made in the availability of shared neuroimaging data, such that there are more than 8,000 shared MRI (magnetic resonance imaging) data sets available online. Here we outline the state of data sharing for task-based functional MRI (fMRI) data, with a focus on various forms of data and their relative utility for subsequent analyses. We also discuss challenges to the future success of data sharing and highlight the ethical argument that data sharing may be necessary to maximize the contribution of human subjects.","2014-10-28","2023-06-27 07:52:02","2023-06-27T07:52:02Z","2022-05-01 00:00:00","1510-1517","","11","17","","","","","","","","","","","","","","","","","PMID: 25349916 Publisher: Nature Publishing Group Citation Key: Poldrack2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GYELUNZ","journalArticle","2019","Poldrack, Russell A.","The Costs of Reproducibility","Neuron","","0896-6273","10.1016/J.NEURON.2018.11.030","","Improving the reproducibility of neuroscience research is of great concern, especially to early-career researchers (ECRs). Here I outline the potential costs for ECRs in adopting practices to improve reproducibility. I highlight the ways in which ECRs can achieve their career goals while doing better science and the need for established researchers to support them in these efforts.","2019-01-02","2023-06-27 07:51:54","2023-06-27T07:51:54Z","2022-07-25 00:00:00","11-14","","1","101","","","","","","","","","","","","","","","","","PMID: 30605654 Publisher: Cell Press Citation Key: Poldrack2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJ39QFK9","journalArticle","2016","Goodman, Steven N.; Fanelli, Daniele; Ioannidis, John P. A.","What does research reproducibility mean?","Science Translational Medicine","","1946-6234, 1946-6242","10.1126/scitranslmed.aaf5027","https://www.science.org/doi/10.1126/scitranslmed.aaf5027","The language and conceptual framework of “research reproducibility” are nonstandard and unsettled across the sciences.           ,              The language and conceptual framework of “research reproducibility” are nonstandard and unsettled across the sciences. In this Perspective, we review an array of explicit and implicit definitions of reproducibility and related terminology, and discuss how to avoid potential misunderstandings when these terms are used as a surrogate for “truth.”","2016-06","2023-06-27 07:49:41","2023-06-27T07:49:41Z","2023-06-27 07:49:41","","","341","8","","Sci. Transl. Med.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46EYXDXB","journalArticle","2015","Kenett, Ron S; Shmueli, Galit","Clarifying the terminology that describes scientific reproducibility","Nature Methods","","1548-7091, 1548-7105","10.1038/nmeth.3489","https://www.nature.com/articles/nmeth.3489","","2015-08","2023-06-27 07:48:31","2023-06-27T07:48:31Z","2023-06-27 07:48:31","699-699","","8","12","","Nat Methods","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TACQHNG5","journalArticle","2016","Baker, M","1,500 scientists lift the lid on reproducibility","Nature","","","10.1038/533452a","","","2016","2023-06-27 07:46:22","2023-06-27T07:46:22Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PN7XD2KP","journalArticle","2019","Button, Katherine S.","Double-dipping revisited","Nature Neuroscience","","15461726","10.1038/s41593-019-0398-z","http://dx.doi.org/10.1038/s41593-019-0398-z","Robust conclusions require rigorous statistics. In 2009 a seminal paper described the dangers and prevalence of double-dipping in neuroscience. Ten years on, I consider progress toward statistical rigor in neuroimaging.","2019","2023-06-27 07:44:33","2023-06-27T07:44:33Z","","688-690","","5","22","","","","","","","","","","","","","","","","","Publisher: Springer US Citation Key: Button2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3SRQXMLK","journalArticle","2013","Button, Katherine S.; Ioannidis, John P.A.; Mokrysz, Claire; Nosek, Brian A.; Flint, Jonathan; Robinson, Emma S.J.; Munafò, Marcus R.","Power failure: Why small sample size undermines the reliability of neuroscience","Nature Reviews Neuroscience","","1471003X","10.1038/nrn3475","","A study with low statistical power has a reduced chance of detecting a true effect, but it is less well appreciated that low power also reduces the likelihood that a statistically significant result reflects a true effect. Here, we show that the average statistical power of studies in the neurosciences is very low. The consequences of this include overestimates of effect size and low reproducibility of results. There are also ethical dimensions to this problem, as unreliable research is inefficient and wasteful. Improving reproducibility in neuroscience is a key priority and requires attention to well-established but often ignored methodological principles. © 2013 Macmillan Publishers Limited. All rights reserved.","2013-05","2023-06-27 07:44:33","2023-06-27T07:44:33Z","2020-07-31 00:00:00","365-376","","5","14","","","","","","","","","","","","","","","","","PMID: 23571845 Citation Key: Button2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIBAYA55","journalArticle","2017","Munafò, Marcus R.; Nosek, Brian A.; Bishop, Dorothy V.M.; Button, Katherine S.; Chambers, Christopher D.; Percie Du Sert, Nathalie; Simonsohn, Uri; Wagenmakers, Eric Jan; Ware, Jennifer J.; Ioannidis, John P.A.","A manifesto for reproducible science","Nature Human Behaviour","","23973374","10.1038/s41562-016-0021","","Improving the reliability and efficiency of scientific research will increase the credibility of the published scientific literature and accelerate discovery. Here we argue for the adoption of measures to optimize key elements of the scientific process: Methods, reporting and dissemination, reproducibility, evaluation and incentives. There is some evidence from both simulations and empirical studies supporting the likely effectiveness of these measures, but their broad adoption by researchers, institutions, funders and journals will require iterative evaluation and improvement. We discuss the goals of these measures, and how they can be implemented, in the hope that this will facilitate action toward improving the transparency, reproducibility and efficiency of scientific research.","2017-01-10","2023-06-27 07:44:33","2023-06-27T07:44:33Z","2020-07-31 00:00:00","","","1","1","","","","","","","","","","","","","","","","","Publisher: Nature Publishing Group Citation Key: Munafo2017a","","","","★","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNMLJBU7","journalArticle","2015","Baker, Monya","Over half of psychology studies fail reproducibility test","Nature","","1476-4687","10.1038/nature.2015.18248","https://www.nature.com/articles/nature.2015.18248","Largest replication study to date casts doubt on many published positive results.","2015-08-27","2023-06-27 07:44:23","2023-06-27T07:44:23Z","2023-01-23 09:20:44","","","","","","","","","","","","","","en","2015 Nature Publishing Group","","","","www.nature.com","","Publisher: Nature Publishing Group","","","","","Authorship; Psychology; Research management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XNZ7JDW","journalArticle","2015","Open Science Collaboration","Estimating the reproducibility of psychological science","Science","","0036-8075, 1095-9203","10.1126/science.aac4716","https://www.science.org/doi/10.1126/science.aac4716","Empirically analyzing empirical evidence                            One of the central goals in any scientific endeavor is to understand causality. Experiments that seek to demonstrate a cause/effect relation most often manipulate the postulated causal factor. Aarts               et al.               describe the replication of 100 experiments reported in papers published in 2008 in three high-ranking psychology journals. Assessing whether the replication and the original experiment yielded the same result according to several criteria, they find that about one-third to one-half of the original findings were also observed in the replication study.                                         Science               , this issue               10.1126/science.aac4716                        ,              A large-scale assessment suggests that experimental reproducibility in psychology leaves a lot to be desired.           ,                             INTRODUCTION               Reproducibility is a defining feature of science, but the extent to which it characterizes current research is unknown. Scientific claims should not gain credence because of the status or authority of their originator but by the replicability of their supporting evidence. Even research of exemplary quality may have irreproducible empirical findings because of random or systematic error.                                         RATIONALE               There is concern about the rate and predictors of reproducibility, but limited evidence. Potentially problematic practices include selective reporting, selective analysis, and insufficient specification of the conditions necessary or sufficient to obtain the results. Direct replication is the attempt to recreate the conditions believed sufficient for obtaining a previously observed finding and is the means of establishing reproducibility of a finding with new data. We conducted a large-scale, collaborative effort to obtain an initial estimate of the reproducibility of psychological science.                                         RESULTS                                We conducted replications of 100 experimental and correlational studies published in three psychology journals using high-powered designs and original materials when available. There is no single standard for evaluating replication success. Here, we evaluated reproducibility using significance and                 P                 values, effect sizes, subjective assessments of replication teams, and meta-analysis of effect sizes. The mean effect size (r) of the replication effects (                 M                 r                 = 0.197, SD = 0.257) was half the magnitude of the mean effect size of the original effects (                 M                 r                 = 0.403, SD = 0.188), representing a substantial decline. Ninety-seven percent of original studies had significant results (                 P                 < .05). Thirty-six percent of replications had significant results; 47% of original effect sizes were in the 95% confidence interval of the replication effect size; 39% of effects were subjectively rated to have replicated the original result; and if no bias in original results is assumed, combining original and replication results left 68% with statistically significant effects. Correlational tests suggest that replication success was better predicted by the strength of original evidence than by characteristics of the original and replication teams.                                                        CONCLUSION                                No single indicator sufficiently describes replication success, and the five indicators examined here are not the only ways to evaluate reproducibility. Nonetheless, collectively these results offer a clear conclusion: A large portion of replications produced weaker evidence for the original findings despite using materials provided by the original authors, review in advance for methodological fidelity, and high statistical power to detect the original effect sizes. Moreover, correlational evidence is consistent with the conclusion that variation in the strength of initial evidence (such as original                 P                 value) was more predictive of replication success than variation in the characteristics of the teams conducting the research (such as experience and expertise). The latter factors certainly can influence replication success, but they did not appear to do so here.                              Reproducibility is not well understood because the incentives for individual scientists prioritize novelty over replication. Innovation is the engine of discovery and is vital for a productive, effective scientific enterprise. However, innovative ideas become old news fast. Journal reviewers and editors may dismiss a new test of a published idea as unoriginal. The claim that “we already know this” belies the uncertainty of scientific evidence. Innovation points out paths that are possible; replication points out paths that are likely; progress relies on both. Replication can increase certainty when findings are reproduced and promote innovation when they are not. This project provides accumulating evidence for many findings in psychological research and suggests that there is still more work to do to verify whether we know what we think we know.                                                   Original study effect size versus replication effect size (correlation coefficients).                   Diagonal line represents replication effect size equal to original effect size. Dotted line represents replication effect size of 0. Points below the dotted line were effects in the opposite direction of the original. Density plots are separated by significant (blue) and nonsignificant (red) effects.                                                                         ,              Reproducibility is a defining feature of science, but the extent to which it characterizes current research is unknown. We conducted replications of 100 experimental and correlational studies published in three psychology journals using high-powered designs and original materials when available. Replication effects were half the magnitude of original effects, representing a substantial decline. Ninety-seven percent of original studies had statistically significant results. Thirty-six percent of replications had statistically significant results; 47% of original effect sizes were in the 95% confidence interval of the replication effect size; 39% of effects were subjectively rated to have replicated the original result; and if no bias in original results is assumed, combining original and replication results left 68% with statistically significant effects. Correlational tests suggest that replication success was better predicted by the strength of original evidence than by characteristics of the original and replication teams.","2015-08-28","2023-06-27 07:42:52","2023-06-27T07:42:52Z","2023-06-27 07:42:51","aac4716","","6251","349","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRUUVW7Y","journalArticle","2021","Errington, Timothy M; Mathur, Maya; Soderberg, Courtney K; Denis, Alexandria; Perfito, Nicole; Iorns, Elizabeth; Nosek, Brian A","Investigating the replicability of preclinical cancer biology","eLife","","2050-084X","10.7554/eLife.71601","https://elifesciences.org/articles/71601","Replicability is an important feature of scientific research, but aspects of contemporary research culture, such as an emphasis on novelty, can make replicability seem less important than it should be. The Reproducibility Project: Cancer Biology was set up to provide evidence about the replicability of preclinical research in cancer biology by repeating selected experiments from high-­ impact papers. A total of 50 experiments from 23 papers were repeated, generating data about the replicability of a total of 158 effects. Most of the original effects were positive effects (136), with the rest being null effects (22). A majority of the original effect sizes were reported as numerical values (117), with the rest being reported as representative images (41). We employed seven methods to assess replicability, and some of these methods were not suitable for all the effects in our sample. One method compared effect sizes: for positive effects, the median effect size in the replications was 85% smaller than the median effect size in the original experiments, and 92% of replication effect sizes were smaller than the original. The other methods were binary – the replication was either a success or a failure – and five of these methods could be used to assess both positive and null effects when effect sizes were reported as numerical values. For positive effects, 40% of replications (39/97) succeeded according to three or more of these five methods, and for null effects 80% of replications (12/15) were successful on this basis; combining positive and null effects, the success rate was 46% (51/112). A successful replication does not definitively confirm an original finding or its theoretical interpretation. Equally, a failure to replicate does not disconfirm a finding, but it does suggest that additional investigation is needed to establish its reliability.","2021-12-10","2023-06-27 07:42:22","2023-06-27T07:42:22Z","2023-06-27 07:42:22","e71601","","","10","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7FBEW6WD","journalArticle","2014","Kleinert, Sabine; Horton, Richard","How should medical science change?","The Lancet","","01406736","10.1016/S0140-6736(13)62678-1","https://linkinghub.elsevier.com/retrieve/pii/S0140673613626781","","2014-01","2023-06-27 07:39:49","2023-06-27T07:39:49Z","2023-06-27 07:39:48","197-198","","9913","383","","The Lancet","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CL9EG38K","journalArticle","2014","Macleod, Malcolm R; Michie, Susan; Roberts, Ian; Dirnagl, Ulrich; Chalmers, Iain; Ioannidis, John P A; Salman, Rustam Al-Shahi; Chan, An-Wen; Glasziou, Paul","Biomedical research: increasing value, reducing waste","The Lancet","","01406736","10.1016/S0140-6736(13)62329-6","https://linkinghub.elsevier.com/retrieve/pii/S0140673613623296","","2014-01","2023-06-27 07:39:42","2023-06-27T07:39:42Z","2023-06-27 07:39:42","101-104","","9912","383","","The Lancet","Biomedical research","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4ZLDKIA","journalArticle","2014","Bustin, Stephen A.","The reproducibility of biomedical research: Sleepers awake!","Biomolecular Detection and Quantification","","22147535","10.1016/j.bdq.2015.01.002","https://linkinghub.elsevier.com/retrieve/pii/S2214753515000030","","2014-12","2023-06-27 07:38:11","2023-06-27T07:38:11Z","2023-06-27 07:38:11","35-42","","","2","","Biomolecular Detection and Quantification","The reproducibility of biomedical research","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQNPQXHK","journalArticle","2015","Baker, Monya","First results from psychology’s largest reproducibility test","Nature","","0028-0836, 1476-4687","10.1038/nature.2015.17433","https://www.nature.com/articles/nature.2015.17433","","2015-04-30","2023-06-27 07:37:19","2023-06-27T07:37:19Z","2023-06-27 07:37:19","nature.2015.17433","","","","","Nature","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6773J7B","journalArticle","2005","Ioannidis, John P. A.","Why Most Published Research Findings Are False","PLoS Medicine","","1549-1676","10.1371/journal.pmed.0020124","https://dx.plos.org/10.1371/journal.pmed.0020124","There is increasing concern that most current published research ﬁndings are false. The probability that a research claim is true may depend on study power and bias, the number of other studies on the same question, and, importantly, the ratio of true to no relationships among the relationships probed in each scientiﬁc ﬁeld. In this framework, a research ﬁnding is less likely to be true when the studies conducted in a ﬁeld are smaller; when effect sizes are smaller; when there is a greater number and lesser preselection of tested relationships; where there is greater ﬂexibility in designs, deﬁnitions, outcomes, and analytical modes; when there is greater ﬁnancial and other interest and prejudice; and when more teams are involved in a scientiﬁc ﬁeld in chase of statistical signiﬁcance. Simulations show that for most study designs and settings, it is more likely for a research claim to be false than true. Moreover, for many current scientiﬁc ﬁelds, claimed research ﬁndings may often be simply accurate measures of the prevailing bias. In this essay, I discuss the implications of these problems for the conduct and interpretation of research.","2005-08-30","2023-06-27 07:36:37","2023-06-27T07:36:37Z","2023-06-27 07:36:37","e124","","8","2","","PLoS Med","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZMBD3JM","blogPost","","Nosek, Brian","Breakdown of the percentage of papers mentioning preregistration in sub-disciplines of psychology.","","","","","https://nerdculture.de/@briannosek/110533439789757366","","","2023-06-27 07:33:45","2023-06-27T07:33:45Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
